lat,lon,time,year,t2m,ssrd,tp,swvl1,swvl2,swvl3,swvl4,lai
61.125,-148.62500000000003,0,1982,274.2443,6.0216084,21.182074,0.42007005,0.4192006,0.41008213,0.34602937,0.48500001430511475
61.125,-148.62500000000003,15,1982,272.83792,7.9061165,9.193662,0.40934974,0.4142935,0.40850812,0.35050246,0.48144447803497314
61.125,-148.62500000000003,30,1982,273.1139,10.449698,2.763265,0.39682823,0.40069076,0.40208048,0.35363948,0.4899999797344208
61.125,-148.62500000000003,45,1982,274.50613,9.378938,32.35432,0.39549652,0.39267108,0.39465988,0.35554025,0.5278889536857605
61.125,-148.62500000000003,60,1982,277.916,12.643731,37.225777,0.42032558,0.4113514,0.38687357,0.35659388,0.6935555934906006
61.125,-148.62500000000003,75,1982,278.26382,15.323731,35.9176,0.42827314,0.42705566,0.40612486,0.3586924,1.0723334550857544
61.125,-148.62500000000003,90,1982,284.2852,18.191885,11.226806,0.4036729,0.40847427,0.4073768,0.3625513,1.6260000467300415
61.125,-148.62500000000003,105,1982,279.56778,13.332419,84.83145,0.43578288,0.42953184,0.4067158,0.3651412,2.096222400665283
61.125,-148.62500000000003,120,1982,287.88657,21.96372,5.9664326,0.36696482,0.38701236,0.40886754,0.3682378,2.845444679260254
61.125,-148.62500000000003,135,1982,289.96805,21.08462,36.027946,0.32183224,0.31767434,0.364861,0.36789235,3.577000141143799
61.125,-148.62500000000003,150,1982,291.8699,23.492046,15.216139,0.2787759,0.28728998,0.322049,0.3653726,4.130777835845947
61.125,-148.62500000000003,165,1982,295.64474,25.255758,3.264304,0.22618897,0.24291793,0.29654062,0.3616797,4.030555725097656
61.125,-148.62500000000003,180,1982,293.02875,21.556341,18.135706,0.22892144,0.21586147,0.27072984,0.3570781,3.6663334369659424
61.125,-148.62500000000003,195,1982,296.30875,22.871588,7.3223147,0.21998492,0.20910853,0.24226022,0.3525897,3.5506668090820312
61.125,-148.62500000000003,210,1982,295.33188,20.767391,13.051004,0.24684094,0.21033064,0.2416542,0.34792033,3.4201114177703857
61.125,-148.62500000000003,225,1982,294.22073,19.29169,21.236317,0.26157746,0.23256233,0.24781951,0.3441053,3.4821114540100098
61.125,-148.62500000000003,240,1982,293.3555,17.195984,42.928764,0.27786583,0.26757124,0.25825927,0.34117737,3.129666566848755
61.125,-148.62500000000003,255,1982,292.3545,16.604383,1.5007474,0.27278087,0.27642217,0.2657336,0.33916923,2.492222309112549
61.125,-148.62500000000003,270,1982,287.59494,10.042735,35.06345,0.33723542,0.2978094,0.28055963,0.33770517,1.6704444885253906
61.125,-148.62500000000003,285,1982,284.3483,9.592194,5.8223233,0.32642803,0.32205328,0.30509105,0.33684605,1.5328888893127441
61.125,-148.62500000000003,300,1982,277.69766,9.7839575,16.306961,0.32185256,0.32141843,0.3136929,0.3364057,0.967666745185852
61.125,-148.62500000000003,315,1982,277.54132,6.177603,34.498978,0.40234405,0.3862144,0.3303856,0.33628097,0.7153334021568298
61.125,-148.62500000000003,330,1982,278.36115,5.1382537,23.4357,0.39584115,0.38672763,0.34492534,0.3366401,0.5805556178092957
61.125,-148.62500000000003,345,1982,277.7268,4.625524,26.137533,0.41658232,0.41002283,0.37901658,0.3376732,0.4543333649635315
61.125,-148.62500000000003,0,1983,275.95035,5.9537635,5.1866474,0.39418238,0.39398223,0.37284368,0.3393254,0.47077783942222595
61.125,-148.62500000000003,15,1983,276.08923,6.5385947,27.65135,0.40163672,0.39532155,0.37277228,0.34041002,0.4123333692550659
61.125,-148.62500000000003,30,1983,275.6913,9.4132185,50.981133,0.41611493,0.4101804,0.37465858,0.34133974,0.4628889262676239
