lat,lon,time,year,t2m,ssrd,tp,swvl1,swvl2,swvl3,swvl4,lai
55.625,-147.87500000000003,0,1982,287.08142,9.007092,4.7230177,0.15036981,0.15609647,0.16393422,0.13738488,1.877500057220459
55.625,-147.87500000000003,15,1982,284.6306,8.742179,74.96561,0.14957316,0.15195744,0.15540777,0.13959982,1.8530001640319824
55.625,-147.87500000000003,30,1982,282.78137,12.134263,12.348025,0.14351751,0.15081547,0.15460563,0.14082293,1.8935000896453857
55.625,-147.87500000000003,45,1982,285.0104,9.735307,83.671005,0.15465388,0.1533262,0.15143846,0.14151269,1.818000078201294
55.625,-147.87500000000003,60,1982,285.48758,14.536124,47.34348,0.16271406,0.16493134,0.1607775,0.1428505,2.0870001316070557
55.625,-147.87500000000003,75,1982,285.53952,16.829697,48.453144,0.15372737,0.1609392,0.16235963,0.1449792,2.2380001544952393
55.625,-147.87500000000003,90,1982,288.77386,20.413694,23.535097,0.1246242,0.14309178,0.15673704,0.14665565,2.1465001106262207
55.625,-147.87500000000003,105,1982,287.50436,20.366508,32.102997,0.10687828,0.12313687,0.14768767,0.14682157,1.9040000438690186
55.625,-147.87500000000003,120,1982,290.54428,23.684443,22.679478,0.09998453,0.12979478,0.14160348,0.14643948,1.944500207901001
55.625,-147.87500000000003,135,1982,292.1472,24.961012,7.695481,0.04999107,0.10262556,0.13651308,0.14569916,1.8095002174377441
55.625,-147.87500000000003,150,1982,295.11115,26.27595,0.38777545,0.018621951,0.086079516,0.12582417,0.14452626,1.9904999732971191
55.625,-147.87500000000003,165,1982,297.27863,28.225843,0.04459191,0.021522364,0.08263428,0.120677955,0.14303039,1.9685001373291016
55.625,-147.87500000000003,180,1982,297.53876,26.457098,3.41509,0.022392051,0.07854023,0.116397746,0.14143807,1.8025000095367432
55.625,-147.87500000000003,195,1982,298.908,26.317263,0.124627374,0.016044118,0.07268808,0.110060096,0.13976213,1.6540000438690186
55.625,-147.87500000000003,210,1982,299.23096,24.64568,0.01734725,0.018126322,0.0682325,0.10715214,0.13806358,1.5845000743865967
55.625,-147.87500000000003,225,1982,298.95703,22.78634,1.5444871,0.016926266,0.06400819,0.10384702,0.13640988,1.627000093460083
55.625,-147.87500000000003,240,1982,298.72845,21.136395,0.41205746,0.014553728,0.06279723,0.100576565,0.13483375,1.569000005722046
55.625,-147.87500000000003,255,1982,297.84848,18.551004,1.7450781,0.016804812,0.062368166,0.098808914,0.13346292,1.5830000638961792
55.625,-147.87500000000003,270,1982,295.38882,14.017882,27.958664,0.043429427,0.06101699,0.096413106,0.13236542,1.5665000677108765
55.625,-147.87500000000003,285,1982,293.222,12.605723,11.935233,0.030273054,0.06067237,0.09463609,0.13136473,1.4925000667572021
55.625,-147.87500000000003,300,1982,289.84006,10.2239485,38.051476,0.041592207,0.062310692,0.09305262,0.130447,1.6410000324249268
55.625,-147.87500000000003,315,1982,289.17236,8.07018,83.13088,0.14348142,0.12983373,0.09405155,0.12973642,1.8090001344680786
