lat,lon,time,year,t2m,ssrd,tp,swvl1,swvl2,swvl3,swvl4,lai
64.62499999999999,-158.87500000000003,0,1982,268.57376,5.58735,14.498977,0.44642168,0.44841808,0.4361594,0.46686274,0.49933338165283203
64.62499999999999,-158.87500000000003,15,1982,266.76477,7.521303,6.7269287,0.44092852,0.44691926,0.44146344,0.46522364,0.5086666941642761
64.62499999999999,-158.87500000000003,30,1982,267.79886,9.584315,6.2774906,0.43438202,0.43994012,0.4355004,0.4636579,0.5577778220176697
64.62499999999999,-158.87500000000003,45,1982,267.85333,10.502756,14.6997595,0.42910182,0.43145433,0.43203565,0.46208197,0.5401111245155334
64.62499999999999,-158.87500000000003,60,1982,270.7752,13.436351,38.21955,0.42438656,0.42431796,0.42437246,0.46040758,0.6886666417121887
64.62499999999999,-158.87500000000003,75,1982,272.3125,15.90602,59.271904,0.42255288,0.4203704,0.41985947,0.45846492,0.8443334102630615
64.62499999999999,-158.87500000000003,90,1982,276.30362,18.727812,16.718721,0.46192697,0.45837614,0.44079974,0.45698127,1.2442221641540527
64.62499999999999,-158.87500000000003,105,1982,276.0468,19.279835,42.090675,0.46129498,0.45991552,0.45799008,0.46125126,1.9056668281555176
64.62499999999999,-158.87500000000003,120,1982,278.7549,17.992525,111.718445,0.47145557,0.46961117,0.46135712,0.4647981,2.632333517074585
64.62499999999999,-158.87500000000003,135,1982,284.3385,18.944,89.81378,0.4583452,0.46209025,0.4732777,0.47424254,2.9806666374206543
64.62499999999999,-158.87500000000003,150,1982,285.6888,19.697718,119.85225,0.44681633,0.4461173,0.4360223,0.47468483,2.9038889408111572
64.62499999999999,-158.87500000000003,165,1982,286.91034,18.75415,65.45599,0.4521725,0.45429754,0.44582838,0.47151706,3.4585559368133545
64.62499999999999,-158.87500000000003,180,1982,289.60345,20.210733,50.914692,0.39972597,0.41131485,0.43115172,0.46852148,4.324444770812988
64.62499999999999,-158.87500000000003,195,1982,287.48676,17.326307,158.42381,0.4684487,0.46694648,0.45529842,0.46726635,3.922555685043335
64.62499999999999,-158.87500000000003,210,1982,288.00214,18.142096,73.83997,0.4583658,0.46365306,0.46056768,0.47225395,4.0477776527404785
64.62499999999999,-158.87500000000003,225,1982,285.64197,12.962742,161.44244,0.45708036,0.45873868,0.45139897,0.47030142,3.515444755554199
64.62499999999999,-158.87500000000003,240,1982,286.95038,15.084563,93.6817,0.45889255,0.4644554,0.47980216,0.4741046,3.3117780685424805
64.62499999999999,-158.87500000000003,255,1982,284.8978,11.43248,43.326126,0.43579176,0.43758175,0.45780802,0.47585055,2.718777894973755
64.62499999999999,-158.87500000000003,270,1982,278.53613,9.3219385,129.28653,0.47786883,0.48009095,0.47655913,0.47603938,1.8320001363754272
64.62499999999999,-158.87500000000003,285,1982,278.0177,8.718389,53.35444,0.4655632,0.4680881,0.48151237,0.48089063,1.5557777881622314
64.62499999999999,-158.87500000000003,300,1982,276.3698,6.0378966,124.934135,0.45632547,0.46060383,0.4695207,0.48147258,1.0008889436721802
64.62499999999999,-158.87500000000003,315,1982,273.75046,5.5388083,49.584034,0.45831412,0.45694217,0.47486392,0.48359984,0.7614444494247437
64.62499999999999,-158.87500000000003,330,1982,269.6624,4.994674,65.87312,0.46546605,0.47081095,0.46205136,0.4821421,0.6027777791023254
64.62499999999999,-158.87500000000003,345,1982,266.2978,5.563019,55.435287,0.452559,0.45736733,0.3400756,0.48068857,0.5866667032241821
64.62499999999999,-158.87500000000003,0,1983,267.57352,6.2114315,5.634177,0.43927225,0.44612208,0.4488962,0.4784379,0.5746667385101318
64.62499999999999,-158.87500000000003,15,1983,268.85883,7.941352,4.3880982,0.43246216,0.43676174,0.43477935,0.47509518,0.5665555596351624
64.62499999999999,-158.87500000000003,30,1983,265.71887,8.577768,24.88162,0.42566958,0.4275681,0.4266333,0.47145978,0.4324444532394409
64.62499999999999,-158.87500000000003,45,1983,266.42612,10.739988,9.621398,0.4228055,0.42390493,0.42901146,0.468672,0.5745556354522705
64.62499999999999,-158.87500000000003,60,1983,271.9162,13.926449,36.669952,0.43371388,0.42820734,0.41887477,0.4660573,0.6717778444290161
64.62499999999999,-158.87500000000003,75,1983,274.00113,13.652598,81.40777,0.4643801,0.46488622,0.44077665,0.46363506,1.0587778091430664
