lat,lon,time,year,t2m,ssrd,tp,swvl1,swvl2,swvl3,swvl4,lai
79.62499999999999,-152.12500000000003,0,1982,264.79434,0.8114843,46.000103,0.14625269,0.14887069,0.16060548,0.15609832,1.2160000801086426
79.62499999999999,-152.12500000000003,15,1982,265.4312,1.4922549,14.754476,0.14449556,0.14569785,0.15692829,0.15666541,1.0140000581741333
79.62499999999999,-152.12500000000003,30,1982,269.37134,2.4345644,27.929474,0.15155293,0.14644243,0.15026103,0.15664507,0.940000057220459
79.62499999999999,-152.12500000000003,45,1982,267.97415,5.22992,2.1855996,0.16239308,0.16348976,0.15168262,0.15642092,0.8450000286102295
79.62499999999999,-152.12500000000003,60,1982,272.308,5.738723,30.587864,0.17027856,0.16697115,0.15357605,0.15624107,0.8570000529289246
79.62499999999999,-152.12500000000003,75,1982,275.14944,8.489667,13.100489,0.20174249,0.20090567,0.18029429,0.15934637,1.0180000066757202
79.62499999999999,-152.12500000000003,90,1982,274.47406,13.15129,35.700245,0.20036434,0.20354256,0.20759197,0.18488273,1.2660000324249268
79.62499999999999,-152.12500000000003,105,1982,277.56473,16.441309,11.819965,0.19903745,0.20118074,0.2012488,0.19795136,1.8960001468658447
79.62499999999999,-152.12500000000003,120,1982,280.4579,18.51678,25.503117,0.15212314,0.15888704,0.17278905,0.20013836,2.1070001125335693
79.62499999999999,-152.12500000000003,135,1982,283.06116,19.213243,25.557413,0.10478331,0.11584958,0.12900004,0.19375195,3.184000253677368
79.62499999999999,-152.12500000000003,150,1982,284.109,23.432476,10.194198,0.05975913,0.06889484,0.09377524,0.18430224,3.5530002117156982
79.62499999999999,-152.12500000000003,165,1982,284.7018,19.467358,34.454556,0.079133205,0.06004696,0.08762078,0.17643395,3.6660001277923584
79.62499999999999,-152.12500000000003,180,1982,289.6231,23.06345,10.890737,0.06663096,0.057758965,0.0781472,0.17025414,4.312000274658203
79.62499999999999,-152.12500000000003,195,1982,291.2575,19.323597,15.947,0.05761915,0.038666528,0.0708512,0.16435128,4.4830002784729
79.62499999999999,-152.12500000000003,210,1982,291.3756,17.190838,53.78737,0.08247414,0.041622672,0.07753587,0.15972455,4.716000080108643
79.62499999999999,-152.12500000000003,225,1982,287.31192,12.78816,51.295853,0.14860165,0.13901033,0.08652577,0.156524,3.7800002098083496
79.62499999999999,-152.12500000000003,240,1982,284.5446,11.45432,26.13695,0.1243437,0.12980439,0.09545426,0.15409225,3.440000057220459
79.62499999999999,-152.12500000000003,255,1982,284.95172,7.379117,27.482597,0.13648725,0.1336827,0.101130694,0.15226744,2.569000005722046
79.62499999999999,-152.12500000000003,270,1982,280.84796,3.7150505,23.928974,0.14285593,0.13599615,0.10675199,0.15091537,2.2800002098083496
79.62499999999999,-152.12500000000003,285,1982,278.00006,2.7289693,27.320923,0.15625168,0.15205513,0.11412729,0.14979084,2.4010000228881836
79.62499999999999,-152.12500000000003,300,1982,277.4064,2.1278992,14.881485,0.14216982,0.1436154,0.12230463,0.14895527,2.330000162124634
79.62499999999999,-152.12500000000003,315,1982,276.02866,0.8948056,62.115772,0.17244247,0.16540495,0.13116336,0.14829175,1.8030000925064087
79.62499999999999,-152.12500000000003,330,1982,271.9411,0.6258913,39.209267,0.16715625,0.16779749,0.164462,0.14904541,1.5080000162124634
79.62499999999999,-152.12500000000003,345,1982,272.5029,0.5454235,7.8837085,0.16843554,0.16671182,0.2419691,0.15075937,1.3130000829696655
